unnamed:_0,area,item,year,hg_ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,cluster
7870,Ecuador,Plantains and others,2006,56123,2274.0,7953.42,17.6,0
7871,Ecuador,Plantains and others,2006,56123,2274.0,7953.42,22.31,0
7872,Ecuador,Potatoes,2006,69768,2274.0,7953.42,22.09,0
7873,Ecuador,Potatoes,2006,69768,2274.0,7953.42,17.6,0
7874,Ecuador,Potatoes,2006,69768,2274.0,7953.42,22.31,0
7875,Ecuador,"Rice, paddy",2006,41986,2274.0,7953.42,22.09,0
7876,Ecuador,"Rice, paddy",2006,41986,2274.0,7953.42,17.6,0
7877,Ecuador,"Rice, paddy",2006,41986,2274.0,7953.42,22.31,0
7878,Ecuador,Sorghum,2006,15068,2274.0,7953.42,22.09,0
7879,Ecuador,Sorghum,2006,15068,2274.0,7953.42,17.6,0
7880,Ecuador,Sorghum,2006,15068,2274.0,7953.42,22.31,0
7881,Ecuador,Soybeans,2006,11500,2274.0,7953.42,22.09,0
7882,Ecuador,Soybeans,2006,11500,2274.0,7953.42,17.6,0
7883,Ecuador,Soybeans,2006,11500,2274.0,7953.42,22.31,0
7884,Ecuador,Sweet potatoes,2006,18750,2274.0,7953.42,22.09,0
7885,Ecuador,Sweet potatoes,2006,18750,2274.0,7953.42,17.6,0
7886,Ecuador,Sweet potatoes,2006,18750,2274.0,7953.42,22.31,0
7887,Ecuador,Wheat,2006,7774,2274.0,7953.42,22.09,0
7888,Ecuador,Wheat,2006,7774,2274.0,7953.42,17.6,0
7889,Ecuador,Wheat,2006,7774,2274.0,7953.42,22.31,0
7890,Ecuador,Cassava,2007,45107,2274.0,14156.16,21.68,0
7891,Ecuador,Cassava,2007,45107,2274.0,14156.16,17.44,0
7892,Ecuador,Cassava,2007,45107,2274.0,14156.16,21.99,0
7893,Ecuador,Maize,2007,23105,2274.0,14156.16,21.68,0
7894,Ecuador,Maize,2007,23105,2274.0,14156.16,17.44,0
7895,Ecuador,Maize,2007,23105,2274.0,14156.16,21.99,0
7896,Ecuador,Plantains and others,2007,55969,2274.0,14156.16,21.68,0
7897,Ecuador,Plantains and others,2007,55969,2274.0,14156.16,17.44,0
7898,Ecuador,Plantains and others,2007,55969,2274.0,14156.16,21.99,0
7899,Ecuador,Potatoes,2007,68022,2274.0,14156.16,21.68,0
7900,Ecuador,Potatoes,2007,68022,2274.0,14156.16,17.44,0
7901,Ecuador,Potatoes,2007,68022,2274.0,14156.16,21.99,0
7902,Ecuador,"Rice, paddy",2007,43555,2274.0,14156.16,21.68,0
7903,Ecuador,"Rice, paddy",2007,43555,2274.0,14156.16,17.44,0
7904,Ecuador,"Rice, paddy",2007,43555,2274.0,14156.16,21.99,0
7905,Ecuador,Sorghum,2007,16000,2274.0,14156.16,21.68,0
7906,Ecuador,Sorghum,2007,16000,2274.0,14156.16,17.44,0
7907,Ecuador,Sorghum,2007,16000,2274.0,14156.16,21.99,0
7908,Ecuador,Soybeans,2007,17188,2274.0,14156.16,21.68,0
7909,Ecuador,Soybeans,2007,17188,2274.0,14156.16,17.44,0
7910,Ecuador,Soybeans,2007,17188,2274.0,14156.16,21.99,0
7911,Ecuador,Sweet potatoes,2007,18824,2274.0,14156.16,21.68,0
7912,Ecuador,Sweet potatoes,2007,18824,2274.0,14156.16,17.44,0
7913,Ecuador,Sweet potatoes,2007,18824,2274.0,14156.16,21.99,0
7914,Ecuador,Wheat,2007,8186,2274.0,14156.16,21.68,0
7915,Ecuador,Wheat,2007,8186,2274.0,14156.16,17.44,0
7916,Ecuador,Wheat,2007,8186,2274.0,14156.16,21.99,0
7917,Ecuador,Cassava,2008,51231,2274.0,15396.14,21.72,0
7918,Ecuador,Cassava,2008,51231,2274.0,15396.14,17.16,0
7919,Ecuador,Cassava,2008,51231,2274.0,15396.14,21.89,0
7920,Ecuador,Maize,2008,22442,2274.0,15396.14,21.72,0
7921,Ecuador,Maize,2008,22442,2274.0,15396.14,17.16,0
7922,Ecuador,Maize,2008,22442,2274.0,15396.14,21.89,0
7923,Ecuador,Plantains and others,2008,45571,2274.0,15396.14,21.72,0
7924,Ecuador,Plantains and others,2008,45571,2274.0,15396.14,17.16,0
7925,Ecuador,Plantains and others,2008,45571,2274.0,15396.14,21.89,0
7926,Ecuador,Potatoes,2008,61416,2274.0,15396.14,21.72,0
7927,Ecuador,Potatoes,2008,61416,2274.0,15396.14,17.16,0
7928,Ecuador,Potatoes,2008,61416,2274.0,15396.14,21.89,0
7929,Ecuador,"Rice, paddy",2008,40639,2274.0,15396.14,21.72,0
7930,Ecuador,"Rice, paddy",2008,40639,2274.0,15396.14,17.16,0
7931,Ecuador,"Rice, paddy",2008,40639,2274.0,15396.14,21.89,0
7932,Ecuador,Sorghum,2008,16000,2274.0,15396.14,21.72,0
7933,Ecuador,Sorghum,2008,16000,2274.0,15396.14,17.16,0
7934,Ecuador,Sorghum,2008,16000,2274.0,15396.14,21.89,0
7935,Ecuador,Soybeans,2008,16000,2274.0,15396.14,21.72,0
7936,Ecuador,Soybeans,2008,16000,2274.0,15396.14,17.16,0
7937,Ecuador,Soybeans,2008,16000,2274.0,15396.14,21.89,0
7938,Ecuador,Sweet potatoes,2008,21244,2274.0,15396.14,21.72,0
7939,Ecuador,Sweet potatoes,2008,21244,2274.0,15396.14,17.16,0
7940,Ecuador,Sweet potatoes,2008,21244,2274.0,15396.14,21.89,0
7941,Ecuador,Wheat,2008,7466,2274.0,15396.14,21.72,0
7942,Ecuador,Wheat,2008,7466,2274.0,15396.14,17.16,0
7943,Ecuador,Wheat,2008,7466,2274.0,15396.14,21.89,0
7944,Ecuador,Cassava,2009,31191,2274.0,9666.87,22.01,0
7945,Ecuador,Cassava,2009,31191,2274.0,9666.87,17.76,0
7946,Ecuador,Cassava,2009,31191,2274.0,9666.87,22.42,0
7947,Ecuador,Maize,2009,22003,2274.0,9666.87,22.01,0
7948,Ecuador,Maize,2009,22003,2274.0,9666.87,17.76,0
7949,Ecuador,Maize,2009,22003,2274.0,9666.87,22.42,0
7950,Ecuador,Plantains and others,2009,49631,2274.0,9666.87,22.01,0
7951,Ecuador,Plantains and others,2009,49631,2274.0,9666.87,17.76,0
7952,Ecuador,Plantains and others,2009,49631,2274.0,9666.87,22.42,0
7953,Ecuador,Potatoes,2009,58531,2274.0,9666.87,22.01,0
7954,Ecuador,Potatoes,2009,58531,2274.0,9666.87,17.76,0
7955,Ecuador,Potatoes,2009,58531,2274.0,9666.87,22.42,0
7956,Ecuador,"Rice, paddy",2009,40004,2274.0,9666.87,22.01,0
7957,Ecuador,"Rice, paddy",2009,40004,2274.0,9666.87,17.76,0
7958,Ecuador,"Rice, paddy",2009,40004,2274.0,9666.87,22.42,0
7959,Ecuador,Sorghum,2009,16447,2274.0,9666.87,22.01,0
7960,Ecuador,Sorghum,2009,16447,2274.0,9666.87,17.76,0
7961,Ecuador,Sorghum,2009,16447,2274.0,9666.87,22.42,0
7962,Ecuador,Soybeans,2009,16585,2274.0,9666.87,22.01,0
7963,Ecuador,Soybeans,2009,16585,2274.0,9666.87,17.76,0
7964,Ecuador,Soybeans,2009,16585,2274.0,9666.87,22.42,0
7965,Ecuador,Sweet potatoes,2009,18947,2274.0,9666.87,22.01,0
7966,Ecuador,Sweet potatoes,2009,18947,2274.0,9666.87,17.76,0
7967,Ecuador,Sweet potatoes,2009,18947,2274.0,9666.87,22.42,0
7968,Ecuador,Wheat,2009,8617,2274.0,9666.87,22.01,0
7969,Ecuador,Wheat,2009,8617,2274.0,9666.87,17.76,0
7970,Ecuador,Wheat,2009,8617,2274.0,9666.87,22.42,0
7971,Ecuador,Cassava,2010,32033,2274.0,31637.12,21.98,0
7972,Ecuador,Cassava,2010,32033,2274.0,31637.12,17.79,0
7973,Ecuador,Cassava,2010,32033,2274.0,31637.12,22.3,0
7974,Ecuador,Maize,2010,22348,2274.0,31637.12,21.98,0
7975,Ecuador,Maize,2010,22348,2274.0,31637.12,17.79,0
7976,Ecuador,Maize,2010,22348,2274.0,31637.12,22.3,0
7977,Ecuador,Plantains and others,2010,48375,2274.0,31637.12,21.98,0
7978,Ecuador,Plantains and others,2010,48375,2274.0,31637.12,17.79,0
7979,Ecuador,Plantains and others,2010,48375,2274.0,31637.12,22.3,0
7980,Ecuador,Potatoes,2010,87422,2274.0,31637.12,21.98,0
7981,Ecuador,Potatoes,2010,87422,2274.0,31637.12,17.79,0
7982,Ecuador,Potatoes,2010,87422,2274.0,31637.12,22.3,0
7983,Ecuador,"Rice, paddy",2010,43399,2274.0,31637.12,21.98,0
7984,Ecuador,"Rice, paddy",2010,43399,2274.0,31637.12,17.79,0
7985,Ecuador,"Rice, paddy",2010,43399,2274.0,31637.12,22.3,0
7986,Ecuador,Sorghum,2010,16254,2274.0,31637.12,21.98,0
7987,Ecuador,Sorghum,2010,16254,2274.0,31637.12,17.79,0
7988,Ecuador,Sorghum,2010,16254,2274.0,31637.12,22.3,0
7989,Ecuador,Soybeans,2010,16279,2274.0,31637.12,21.98,0
7990,Ecuador,Soybeans,2010,16279,2274.0,31637.12,17.79,0
7991,Ecuador,Soybeans,2010,16279,2274.0,31637.12,22.3,0
7992,Ecuador,Sweet potatoes,2010,18963,2274.0,31637.12,21.98,0
7993,Ecuador,Sweet potatoes,2010,18963,2274.0,31637.12,17.79,0
7994,Ecuador,Sweet potatoes,2010,18963,2274.0,31637.12,22.3,0
7995,Ecuador,Wheat,2010,8912,2274.0,31637.12,21.98,0
7996,Ecuador,Wheat,2010,8912,2274.0,31637.12,17.79,0
7997,Ecuador,Wheat,2010,8912,2274.0,31637.12,22.3,0
7998,Ecuador,Cassava,2011,28346,2274.0,17529.44,21.78,0
7999,Ecuador,Cassava,2011,28346,2274.0,17529.44,17.42,0
8000,Ecuador,Cassava,2011,28346,2274.0,17529.44,22.11,0
8001,Ecuador,Maize,2011,16672,2274.0,17529.44,21.78,0
8002,Ecuador,Maize,2011,16672,2274.0,17529.44,17.42,0
8003,Ecuador,Maize,2011,16672,2274.0,17529.44,22.11,0
8004,Ecuador,Plantains and others,2011,51321,2274.0,17529.44,21.78,0
8005,Ecuador,Plantains and others,2011,51321,2274.0,17529.44,17.42,0
8006,Ecuador,Plantains and others,2011,51321,2274.0,17529.44,22.11,0
8007,Ecuador,Potatoes,2011,77752,2274.0,17529.44,21.78,0
8008,Ecuador,Potatoes,2011,77752,2274.0,17529.44,17.42,0
8009,Ecuador,Potatoes,2011,77752,2274.0,17529.44,22.11,0
8010,Ecuador,"Rice, paddy",2011,44792,2274.0,17529.44,21.78,0
8011,Ecuador,"Rice, paddy",2011,44792,2274.0,17529.44,17.42,0
8012,Ecuador,"Rice, paddy",2011,44792,2274.0,17529.44,22.11,0
8013,Ecuador,Sorghum,2011,15838,2274.0,17529.44,21.78,0
8014,Ecuador,Sorghum,2011,15838,2274.0,17529.44,17.42,0
8015,Ecuador,Sorghum,2011,15838,2274.0,17529.44,22.11,0
8016,Ecuador,Soybeans,2011,16250,2274.0,17529.44,21.78,0
8017,Ecuador,Soybeans,2011,16250,2274.0,17529.44,17.42,0
8018,Ecuador,Soybeans,2011,16250,2274.0,17529.44,22.11,0
8019,Ecuador,Sweet potatoes,2011,19113,2274.0,17529.44,21.78,0
8020,Ecuador,Sweet potatoes,2011,19113,2274.0,17529.44,17.42,0
8021,Ecuador,Sweet potatoes,2011,19113,2274.0,17529.44,22.11,0
8022,Ecuador,Wheat,2011,9249,2274.0,17529.44,21.78,0
8023,Ecuador,Wheat,2011,9249,2274.0,17529.44,17.42,0
8024,Ecuador,Wheat,2011,9249,2274.0,17529.44,22.11,0
8025,Ecuador,Cassava,2012,45419,2274.0,11469.74,21.86,0
8026,Ecuador,Cassava,2012,45419,2274.0,11469.74,17.46,0
8027,Ecuador,Cassava,2012,45419,2274.0,11469.74,22.16,0
8028,Ecuador,Maize,2012,27324,2274.0,11469.74,21.86,0
8029,Ecuador,Maize,2012,27324,2274.0,11469.74,17.46,0
8030,Ecuador,Maize,2012,27324,2274.0,11469.74,22.16,0
8031,Ecuador,Plantains and others,2012,60942,2274.0,11469.74,21.86,0
8032,Ecuador,Plantains and others,2012,60942,2274.0,11469.74,17.46,0
8033,Ecuador,Plantains and others,2012,60942,2274.0,11469.74,22.16,0
8034,Ecuador,Potatoes,2012,83078,2274.0,11469.74,21.86,0
8035,Ecuador,Potatoes,2012,83078,2274.0,11469.74,17.46,0
8036,Ecuador,Potatoes,2012,83078,2274.0,11469.74,22.16,0
8037,Ecuador,"Rice, paddy",2012,42178,2274.0,11469.74,21.86,0
8038,Ecuador,"Rice, paddy",2012,42178,2274.0,11469.74,17.46,0
8039,Ecuador,"Rice, paddy",2012,42178,2274.0,11469.74,22.16,0
8040,Ecuador,Sorghum,2012,15667,2274.0,11469.74,21.86,0
8041,Ecuador,Sorghum,2012,15667,2274.0,11469.74,17.46,0
8042,Ecuador,Sorghum,2012,15667,2274.0,11469.74,22.16,0
8043,Ecuador,Soybeans,2012,16923,2274.0,11469.74,21.86,0
8044,Ecuador,Soybeans,2012,16923,2274.0,11469.74,17.46,0
8045,Ecuador,Soybeans,2012,16923,2274.0,11469.74,22.16,0
8046,Ecuador,Sweet potatoes,2012,19575,2274.0,11469.74,21.86,0
8047,Ecuador,Sweet potatoes,2012,19575,2274.0,11469.74,17.46,0
8048,Ecuador,Sweet potatoes,2012,19575,2274.0,11469.74,22.16,0
8049,Ecuador,Wheat,2012,7995,2274.0,11469.74,21.86,0
8050,Ecuador,Wheat,2012,7995,2274.0,11469.74,17.46,0
8051,Ecuador,Wheat,2012,7995,2274.0,11469.74,22.16,0
8052,Ecuador,Cassava,2013,25112,2274.0,6471.77,21.69,0
8053,Ecuador,Cassava,2013,25112,2274.0,6471.77,17.28,0
8054,Ecuador,Cassava,2013,25112,2274.0,6471.77,21.94,0
8055,Ecuador,Maize,2013,23702,2274.0,6471.77,21.69,0
8056,Ecuador,Maize,2013,23702,2274.0,6471.77,17.28,0
8057,Ecuador,Maize,2013,23702,2274.0,6471.77,21.94,0
8058,Ecuador,Plantains and others,2013,49591,2274.0,6471.77,21.69,0
8059,Ecuador,Plantains and others,2013,49591,2274.0,6471.77,17.28,0
8060,Ecuador,Plantains and others,2013,49591,2274.0,6471.77,21.94,0
8061,Ecuador,Potatoes,2013,73131,2274.0,6471.77,21.69,0
8062,Ecuador,Potatoes,2013,73131,2274.0,6471.77,17.28,0
8063,Ecuador,Potatoes,2013,73131,2274.0,6471.77,21.94,0
8064,Ecuador,"Rice, paddy",2013,38210,2274.0,6471.77,21.69,0
8065,Ecuador,"Rice, paddy",2013,38210,2274.0,6471.77,17.28,0
8066,Ecuador,"Rice, paddy",2013,38210,2274.0,6471.77,21.94,0
8067,Ecuador,Sorghum,2013,15608,2274.0,6471.77,21.69,0
8068,Ecuador,Sorghum,2013,15608,2274.0,6471.77,17.28,0
8069,Ecuador,Sorghum,2013,15608,2274.0,6471.77,21.94,0
8070,Ecuador,Soybeans,2013,16585,2274.0,6471.77,21.69,0
8071,Ecuador,Soybeans,2013,16585,2274.0,6471.77,17.28,0
8072,Ecuador,Soybeans,2013,16585,2274.0,6471.77,21.94,0
8073,Ecuador,Sweet potatoes,2013,19113,2274.0,6471.77,21.69,0
8074,Ecuador,Sweet potatoes,2013,19113,2274.0,6471.77,17.28,0
8075,Ecuador,Sweet potatoes,2013,19113,2274.0,6471.77,21.94,0
8076,Ecuador,Wheat,2013,7064,2274.0,6471.77,21.69,0
8077,Ecuador,Wheat,2013,7064,2274.0,6471.77,17.28,0
8078,Ecuador,Wheat,2013,7064,2274.0,6471.77,21.94,0
8079,Egypt,Maize,1990,57803,51.0,13214.0,20.73,3
8080,Egypt,Maize,1990,57803,51.0,13214.0,21.6,3
8081,Egypt,Potatoes,1990,205592,51.0,13214.0,20.73,3
8082,Egypt,Potatoes,1990,205592,51.0,13214.0,21.6,3
8083,Egypt,"Rice, paddy",1990,72663,51.0,13214.0,20.73,3
8084,Egypt,"Rice, paddy",1990,72663,51.0,13214.0,21.6,3
8085,Egypt,Sorghum,1990,46920,51.0,13214.0,20.73,3
8086,Egypt,Sorghum,1990,46920,51.0,13214.0,21.6,3
8087,Egypt,Soybeans,1990,25773,51.0,13214.0,20.73,3
8088,Egypt,Soybeans,1990,25773,51.0,13214.0,21.6,3
8089,Egypt,Sweet potatoes,1990,257930,51.0,13214.0,20.73,3
8090,Egypt,Sweet potatoes,1990,257930,51.0,13214.0,21.6,3
8091,Egypt,Wheat,1990,51967,51.0,13214.0,20.73,3
8092,Egypt,Wheat,1990,51967,51.0,13214.0,21.6,3
8093,Egypt,Maize,1991,58951,51.0,8255.0,20.64,3
8094,Egypt,Maize,1991,58951,51.0,8255.0,21.65,3
8095,Egypt,Potatoes,1991,202345,51.0,8255.0,20.64,3
8096,Egypt,Potatoes,1991,202345,51.0,8255.0,21.65,3
8097,Egypt,"Rice, paddy",1991,74554,51.0,8255.0,20.64,3
8098,Egypt,"Rice, paddy",1991,74554,51.0,8255.0,21.65,3
8099,Egypt,Sorghum,1991,49724,51.0,8255.0,20.64,3
8100,Egypt,Sorghum,1991,49724,51.0,8255.0,21.65,3
8101,Egypt,Soybeans,1991,28366,51.0,8255.0,20.64,3
8102,Egypt,Soybeans,1991,28366,51.0,8255.0,21.65,3
8103,Egypt,Sweet potatoes,1991,270456,51.0,8255.0,20.64,3
8104,Egypt,Sweet potatoes,1991,270456,51.0,8255.0,21.65,3
8105,Egypt,Wheat,1991,48163,51.0,8255.0,20.64,3
8106,Egypt,Wheat,1991,48163,51.0,8255.0,21.65,3
8107,Egypt,Maize,1992,61346,51.0,6156.0,20.09,3
8108,Egypt,Maize,1992,61346,51.0,6156.0,21.11,3
8109,Egypt,Potatoes,1992,209071,51.0,6156.0,20.09,3
8110,Egypt,Potatoes,1992,209071,51.0,6156.0,21.11,3
8111,Egypt,"Rice, paddy",1992,76511,51.0,6156.0,20.09,3
8112,Egypt,"Rice, paddy",1992,76511,51.0,6156.0,21.11,3
8113,Egypt,Sorghum,1992,51247,51.0,6156.0,20.09,3
8114,Egypt,Sorghum,1992,51247,51.0,6156.0,21.11,3
8115,Egypt,Soybeans,1992,26981,51.0,6156.0,20.09,3
8116,Egypt,Soybeans,1992,26981,51.0,6156.0,21.11,3
8117,Egypt,Sweet potatoes,1992,241308,51.0,6156.0,20.09,3
8118,Egypt,Sweet potatoes,1992,241308,51.0,6156.0,21.11,3
8119,Egypt,Wheat,1992,52546,51.0,6156.0,20.09,3
8120,Egypt,Wheat,1992,52546,51.0,6156.0,21.11,3
8121,Egypt,Maize,1993,60780,51.0,4175.0,20.74,3
8122,Egypt,Maize,1993,60780,51.0,4175.0,21.79,3
8123,Egypt,Potatoes,1993,207792,51.0,4175.0,20.74,3
8124,Egypt,Potatoes,1993,207792,51.0,4175.0,21.79,3
8125,Egypt,"Rice, paddy",1993,77184,51.0,4175.0,20.74,3
8126,Egypt,"Rice, paddy",1993,77184,51.0,4175.0,21.79,3
8127,Egypt,Sorghum,1993,53366,51.0,4175.0,20.74,3
8128,Egypt,Sorghum,1993,53366,51.0,4175.0,21.79,3
8129,Egypt,Soybeans,1993,27534,51.0,4175.0,20.74,3
8130,Egypt,Soybeans,1993,27534,51.0,4175.0,21.79,3
8131,Egypt,Sweet potatoes,1993,260629,51.0,4175.0,20.74,3
8132,Egypt,Sweet potatoes,1993,260629,51.0,4175.0,21.79,3
8133,Egypt,Wheat,1993,52970,51.0,4175.0,20.74,3
8134,Egypt,Wheat,1993,52970,51.0,4175.0,21.79,3
8135,Egypt,Maize,1994,59065,51.0,4283.0,21.1,3
8136,Egypt,Maize,1994,59065,51.0,4283.0,22.02,3
8137,Egypt,Potatoes,1994,204487,51.0,4283.0,21.1,3
8138,Egypt,Potatoes,1994,204487,51.0,4283.0,22.02,3
8139,Egypt,"Rice, paddy",1994,79130,51.0,4283.0,21.1,3
8140,Egypt,"Rice, paddy",1994,79130,51.0,4283.0,22.02,3
8141,Egypt,Sorghum,1994,46272,51.0,4283.0,21.1,3
8142,Egypt,Sorghum,1994,46272,51.0,4283.0,22.02,3
8143,Egypt,Soybeans,1994,28828,51.0,4283.0,21.1,3
8144,Egypt,Soybeans,1994,28828,51.0,4283.0,22.02,3
8145,Egypt,Sweet potatoes,1994,247138,51.0,4283.0,21.1,3
8146,Egypt,Sweet potatoes,1994,247138,51.0,4283.0,22.02,3
8147,Egypt,Wheat,1994,50026,51.0,4283.0,21.1,3
8148,Egypt,Wheat,1994,50026,51.0,4283.0,22.02,3
8149,Egypt,Maize,1995,61630,51.0,4391.0,20.62,3
8150,Egypt,Maize,1995,61630,51.0,4391.0,21.56,3
8151,Egypt,Potatoes,1995,211244,51.0,4391.0,20.62,3
8152,Egypt,Potatoes,1995,211244,51.0,4391.0,21.56,3
8153,Egypt,"Rice, paddy",1995,81356,51.0,4391.0,20.62,3
8154,Egypt,"Rice, paddy",1995,81356,51.0,4391.0,21.56,3
8155,Egypt,Sorghum,1995,44770,51.0,4391.0,20.62,3
8156,Egypt,Sorghum,1995,44770,51.0,4391.0,21.56,3
8157,Egypt,Soybeans,1995,24344,51.0,4391.0,20.62,3
8158,Egypt,Soybeans,1995,24344,51.0,4391.0,21.56,3
8159,Egypt,Sweet potatoes,1995,259786,51.0,4391.0,20.62,3
8160,Egypt,Sweet potatoes,1995,259786,51.0,4391.0,21.56,3
8161,Egypt,Wheat,1995,54221,51.0,4391.0,20.62,3
8162,Egypt,Wheat,1995,54221,51.0,4391.0,21.56,3
8163,Egypt,Maize,1996,69523,51.0,4499.0,20.85,3
8164,Egypt,Maize,1996,69523,51.0,4499.0,21.88,3
8165,Egypt,Potatoes,1996,202048,51.0,4499.0,20.85,3
8166,Egypt,Potatoes,1996,202048,51.0,4499.0,21.88,3
8167,Egypt,"Rice, paddy",1996,82910,51.0,4499.0,20.85,3
8168,Egypt,"Rice, paddy",1996,82910,51.0,4499.0,21.88,3
8169,Egypt,Sorghum,1996,43520,51.0,4499.0,20.85,3
8170,Egypt,Sorghum,1996,43520,51.0,4499.0,21.88,3
8171,Egypt,Soybeans,1996,26103,51.0,4499.0,20.85,3
8172,Egypt,Soybeans,1996,26103,51.0,4499.0,21.88,3
8173,Egypt,Sweet potatoes,1996,231357,51.0,4499.0,20.85,3
8174,Egypt,Sweet potatoes,1996,231357,51.0,4499.0,21.88,3
8175,Egypt,Wheat,1996,56384,51.0,4499.0,20.85,3
8176,Egypt,Wheat,1996,56384,51.0,4499.0,21.88,3
8177,Egypt,Maize,1997,71298,51.0,4607.0,20.52,3
8178,Egypt,Maize,1997,71298,51.0,4607.0,21.45,3
8179,Egypt,Potatoes,1997,218355,51.0,4607.0,20.52,3
8180,Egypt,Potatoes,1997,218355,51.0,4607.0,21.45,3
8181,Egypt,"Rice, paddy",1997,84152,51.0,4607.0,20.52,3
8182,Egypt,"Rice, paddy",1997,84152,51.0,4607.0,21.45,3
8183,Egypt,Sorghum,1997,50427,51.0,4607.0,20.52,3
8184,Egypt,Sorghum,1997,50427,51.0,4607.0,21.45,3
8185,Egypt,Soybeans,1997,26223,51.0,4607.0,20.52,3
8186,Egypt,Soybeans,1997,26223,51.0,4607.0,21.45,3
8187,Egypt,Sweet potatoes,1997,224888,51.0,4607.0,20.52,3
8188,Egypt,Sweet potatoes,1997,224888,51.0,4607.0,21.45,3
8189,Egypt,Wheat,1997,55994,51.0,4607.0,20.52,3
8190,Egypt,Wheat,1997,55994,51.0,4607.0,21.45,3
8191,Egypt,Maize,1998,72257,51.0,4715.0,21.29,3
8192,Egypt,Maize,1998,72257,51.0,4715.0,22.36,3
8193,Egypt,Potatoes,1998,223302,51.0,4715.0,21.29,3
8194,Egypt,Potatoes,1998,223302,51.0,4715.0,22.36,3
8195,Egypt,"Rice, paddy",1998,86401,51.0,4715.0,21.29,3
8196,Egypt,"Rice, paddy",1998,86401,51.0,4715.0,22.36,3
8197,Egypt,Sorghum,1998,56077,51.0,4715.0,21.29,3
8198,Egypt,Sorghum,1998,56077,51.0,4715.0,22.36,3
8199,Egypt,Soybeans,1998,26207,51.0,4715.0,21.29,3
8200,Egypt,Soybeans,1998,26207,51.0,4715.0,22.36,3
8201,Egypt,Sweet potatoes,1998,240060,51.0,4715.0,21.29,3
8202,Egypt,Sweet potatoes,1998,240060,51.0,4715.0,22.36,3
8203,Egypt,Wheat,1998,59896,51.0,4715.0,21.29,3
8204,Egypt,Wheat,1998,59896,51.0,4715.0,22.36,3
8205,Egypt,Maize,1999,75174,51.0,4823.0,21.46,3
8206,Egypt,Maize,1999,75174,51.0,4823.0,22.28,3
8207,Egypt,Potatoes,1999,232915,51.0,4823.0,21.46,3
8208,Egypt,Potatoes,1999,232915,51.0,4823.0,22.28,3
8209,Egypt,"Rice, paddy",1999,88780,51.0,4823.0,21.46,3
8210,Egypt,"Rice, paddy",1999,88780,51.0,4823.0,22.28,3
8211,Egypt,Sorghum,1999,57692,51.0,4823.0,21.46,3
8212,Egypt,Sorghum,1999,57692,51.0,4823.0,22.28,3
8213,Egypt,Soybeans,1999,26367,51.0,4823.0,21.46,3
8214,Egypt,Soybeans,1999,26367,51.0,4823.0,22.28,3
8215,Egypt,Sweet potatoes,1999,240545,51.0,4823.0,21.46,3
8216,Egypt,Sweet potatoes,1999,240545,51.0,4823.0,22.28,3
8217,Egypt,Wheat,1999,63467,51.0,4823.0,21.46,3
8218,Egypt,Wheat,1999,63467,51.0,4823.0,22.28,3
8219,Egypt,Maize,2000,76800,51.0,4931.0,20.74,3
8220,Egypt,Maize,2000,76800,51.0,4931.0,21.49,3
8221,Egypt,Potatoes,2000,235931,51.0,4931.0,20.74,3
8222,Egypt,Potatoes,2000,235931,51.0,4931.0,21.49,3
8223,Egypt,"Rice, paddy",2000,91025,51.0,4931.0,20.74,3
8224,Egypt,"Rice, paddy",2000,91025,51.0,4931.0,21.49,3
8225,Egypt,Sorghum,2000,57885,51.0,4931.0,20.74,3
8226,Egypt,Sorghum,2000,57885,51.0,4931.0,21.49,3
8227,Egypt,Soybeans,2000,27199,51.0,4931.0,20.74,3
8228,Egypt,Soybeans,2000,27199,51.0,4931.0,21.49,3
8229,Egypt,Sweet potatoes,2000,273327,51.0,4931.0,20.74,3
8230,Egypt,Sweet potatoes,2000,273327,51.0,4931.0,21.49,3
8231,Egypt,Wheat,2000,63422,51.0,4931.0,20.74,3
8232,Egypt,Wheat,2000,63422,51.0,4931.0,21.49,3
8233,Egypt,Maize,2001,69798,51.0,5039.0,21.45,3
8234,Egypt,Maize,2001,69798,51.0,5039.0,22.33,3
8235,Egypt,Potatoes,2001,238739,51.0,5039.0,21.45,3
8236,Egypt,Potatoes,2001,238739,51.0,5039.0,22.33,3
8237,Egypt,"Rice, paddy",2001,92833,51.0,5039.0,21.45,3
8238,Egypt,"Rice, paddy",2001,92833,51.0,5039.0,22.33,3
8239,Egypt,Sorghum,2001,57964,51.0,5039.0,21.45,3
8240,Egypt,Sorghum,2001,57964,51.0,5039.0,22.33,3
8241,Egypt,Soybeans,2001,27922,51.0,5039.0,21.45,3
8242,Egypt,Soybeans,2001,27922,51.0,5039.0,22.33,3
8243,Egypt,Sweet potatoes,2001,266543,51.0,5039.0,21.45,3
8244,Egypt,Sweet potatoes,2001,266543,51.0,5039.0,22.33,3
8245,Egypt,Wheat,2001,63580,51.0,5039.0,21.45,3
8246,Egypt,Wheat,2001,63580,51.0,5039.0,22.33,3
8247,Egypt,Maize,2002,77656,51.0,5147.0,21.46,3
8248,Egypt,Maize,2002,77656,51.0,5147.0,22.41,3
8249,Egypt,Potatoes,2002,240382,51.0,5147.0,21.46,3
8250,Egypt,Potatoes,2002,240382,51.0,5147.0,22.41,3
8251,Egypt,"Rice, paddy",2002,93889,51.0,5147.0,21.46,3
